user_id;beta0;beta1;beta2;n;beta_list
u:gNcp;-0.6452934492883209;0.0010161707730638615;0.2639590786833173;314;[-0.6452934492883209, 0.0010161707730638615, 0.2639590786833173]
u:gNdv;-0.5336084200900831;0.03381379649676671;-0.2647435183986587;627;[-0.5336084200900831, 0.03381379649676671, -0.2647435183986587]
u:gNeh;-0.5201648667611993;-0.03360152696982528;0.29179018595487616;300;[-0.5201648667611993, -0.03360152696982528, 0.29179018595487616]
u:gNey;0.4887808210713004;-0.05444973829835642;-0.2178321155544557;249;[0.4887808210713004, -0.05444973829835642, -0.2178321155544557]
u:gNez;0.421769417918358;-0.1395431324647164;-0.2640428515973931;216;[0.421769417918358, -0.1395431324647164, -0.2640428515973931]
u:gNj8;-2.467523754722075;-0.01633281590787506;0.536693129214936;236;[-2.467523754722075, -0.01633281590787506, 0.536693129214936]
u:gNjU;-2.927421724396967;0.020872648110876593;0.5945854585523722;242;[-2.927421724396967, 0.020872648110876593, 0.5945854585523722]
u:gNk1;-1.1744034650707942;-0.03301055797024881;0.05251043631631902;463;[-1.1744034650707942, -0.03301055797024881, 0.05251043631631902]
u:gNkI;-1.515360682977029;-0.17638346155444232;0.7526140121183977;210;[-1.515360682977029, -0.17638346155444232, 0.7526140121183977]
u:gNmM;-2.033395471352736;0.0776408218515049;0.18518036154752726;519;[-2.033395471352736, 0.0776408218515049, 0.18518036154752726]
u:gNna;-0.6645595890242803;-0.03132115562731603;-0.10586652899477417;484;[-0.6645595890242803, -0.03132115562731603, -0.10586652899477417]
u:gNnt;-1.5556428453363573;-0.021584174031453043;0.6191241501345528;272;[-1.5556428453363573, -0.021584174031453043, 0.6191241501345528]
u:gNo8;-0.04357706320398588;-0.009069332987764377;0.0292146074217759;369;[-0.04357706320398588, -0.009069332987764377, 0.0292146074217759]
u:gNpH;-0.34032891825277645;0.01812591005345972;-0.3199231364136623;314;[-0.34032891825277645, 0.01812591005345972, -0.3199231364136623]
u:gNrX;-0.48541106880718987;0.018408855576979456;-0.5240017695179464;429;[-0.48541106880718987, 0.018408855576979456, -0.5240017695179464]
u:gNvN;-0.257247009234183;-0.09037757349587727;0.00649609128300719;1032;[-0.257247009234183, -0.09037757349587727, 0.00649609128300719]
u:gNwR;-0.30213701664156284;-0.10428857616735006;0.11408597139928948;819;[-0.30213701664156284, -0.10428857616735006, 0.11408597139928948]
u:gNz6;-0.18065733570956122;-0.044232200924695424;-0.25721387185813516;770;[-0.18065733570956122, -0.044232200924695424, -0.25721387185813516]
u:gO4R;-0.25266314084590924;-0.03184932945314757;0.06307722271253992;411;[-0.25266314084590924, -0.03184932945314757, 0.06307722271253992]
u:gO75;0.1600465692569305;-0.032290738394825755;-0.019704720880840475;206;[0.1600465692569305, -0.032290738394825755, -0.019704720880840475]
u:gOC0;-0.6749864094519243;-0.047273082023904144;-0.023221518082363973;488;[-0.6749864094519243, -0.047273082023904144, -0.023221518082363973]
u:gOCF;1.657250382834961;-0.20466887498609584;-0.24689361034029284;919;[1.657250382834961, -0.20466887498609584, -0.24689361034029284]
u:gOCy;-0.2608043461965531;-0.1229901088149374;0.019856063721175606;747;[-0.2608043461965531, -0.1229901088149374, 0.019856063721175606]
u:gODJ;-1.1755203436830428;-0.21792248637086245;-0.04659121827738533;240;[-1.1755203436830428, -0.21792248637086245, -0.04659121827738533]
u:gODM;-0.3718439065500156;-0.0224268973100781;-0.11842014159847672;764;[-0.3718439065500156, -0.0224268973100781, -0.11842014159847672]
u:gOG-;-0.6327838658100772;-0.0998315845990119;0.1587932904075125;211;[-0.6327838658100772, -0.0998315845990119, 0.1587932904075125]
u:gOGI;-0.959857011332066;0.010093627631222315;0.18942729260406038;447;[-0.959857011332066, 0.010093627631222315, 0.18942729260406038]
u:gOHn;-0.545050224407575;-0.028827186484938917;-0.012096117332362905;220;[-0.545050224407575, -0.028827186484938917, -0.012096117332362905]
u:gOIH;-0.23452331068649845;0.002888168798637146;0.005053279913730894;303;[-0.23452331068649845, 0.002888168798637146, 0.005053279913730894]
u:gOJs;-0.0653135447166975;0.002157556361766427;0.013827959099536075;723;[-0.0653135447166975, 0.002157556361766427, 0.013827959099536075]
u:gOKG;-1.3989351887060277;0.026131837216385727;0.16541887200111108;739;[-1.3989351887060277, 0.026131837216385727, 0.16541887200111108]
u:gOKY;-1.068118835734199;-0.0061859561074047754;-0.01984005514515938;350;[-1.068118835734199, -0.0061859561074047754, -0.01984005514515938]
u:gOKb;-0.38802166073589156;-0.0167252361935874;-0.05683302574638719;1480;[-0.38802166073589156, -0.0167252361935874, -0.05683302574638719]
u:gONT;-0.5999304460298434;-0.06141623393056039;-0.18686978949719685;939;[-0.5999304460298434, -0.06141623393056039, -0.18686978949719685]
u:gOOC;-4.013982955024379;0.22291688267497015;0.20711808887917135;211;[-4.013982955024379, 0.22291688267497015, 0.20711808887917135]
u:gOOb;0.9808554010910027;-0.28872526789971414;-0.10458459945233034;689;[0.9808554010910027, -0.28872526789971414, -0.10458459945233034]
u:gOQA;-1.2739246202160817;-0.08050930835425091;0.3456364702277077;545;[-1.2739246202160817, -0.08050930835425091, 0.3456364702277077]
u:gOQU;-0.6340466501202535;-0.018392443186335664;0.06171657829509517;3685;[-0.6340466501202535, -0.018392443186335664, 0.06171657829509517]
u:gOQh;-0.001794622934778986;-0.08064066901621783;-0.1280100654580706;1267;[-0.001794622934778986, -0.08064066901621783, -0.1280100654580706]
u:gOUV;0.002170289148304555;-0.15674172871553826;0.23959594623059033;411;[0.002170289148304555, -0.15674172871553826, 0.23959594623059033]
u:gOVt;-1.2025216039006672;-0.039060119861097496;0.22921460046101078;1076;[-1.2025216039006672, -0.039060119861097496, 0.22921460046101078]
u:gOY-;1.5930656063373008;-0.2359743898479218;-0.008769135376613113;279;[1.5930656063373008, -0.2359743898479218, -0.008769135376613113]
u:gOYJ;-1.1349763337454815;-0.05486987587176256;-0.06600420704235466;4794;[-1.1349763337454815, -0.05486987587176256, -0.06600420704235466]
u:gOZ7;-1.603485081611796;-0.020581592177154114;0.27337702383922013;677;[-1.603485081611796, -0.020581592177154114, 0.27337702383922013]
u:gOZO;0.5267654252706755;-0.07629031589501481;-0.3876834977761666;605;[0.5267654252706755, -0.07629031589501481, -0.3876834977761666]
u:gOZn;0.8346695684569614;-0.13506143299665696;-0.13145068521489417;244;[0.8346695684569614, -0.13506143299665696, -0.13145068521489417]
u:gO_y;-5.344462250380213;0.24649361615309268;0.22579614564996947;401;[-5.344462250380213, 0.24649361615309268, 0.22579614564996947]
u:gOaZ;-1.8764728358434772;-0.03604421952624823;0.5562423553436341;449;[-1.8764728358434772, -0.03604421952624823, 0.5562423553436341]
u:gOdK;1.8415049709523392;-0.12575694694701048;-0.6973623214704423;276;[1.8415049709523392, -0.12575694694701048, -0.6973623214704423]
u:gOf3;-1.4328736747876025;-0.040162603988760016;-0.11782422124689557;2982;[-1.4328736747876025, -0.040162603988760016, -0.11782422124689557]
u:gOi6;0.7250487617873049;-0.15134250852564385;-0.2972200030170137;239;[0.7250487617873049, -0.15134250852564385, -0.2972200030170137]
u:gOrF;1.2665083681314093;-0.25875220474847926;-0.33254815953124994;358;[1.2665083681314093, -0.25875220474847926, -0.33254815953124994]
u:gOtY;-0.8309870509996096;-0.04945940618977045;0.10943052604726072;796;[-0.8309870509996096, -0.04945940618977045, 0.10943052604726072]
u:gOuH;-1.2435662018499132;-0.08840888630075833;0.41613745005150216;213;[-1.2435662018499132, -0.08840888630075833, 0.41613745005150216]
u:gOwK;4.382089543346874;-0.40367467801639556;-0.5113529095789289;214;[4.382089543346874, -0.40367467801639556, -0.5113529095789289]
u:gOwM;-0.27080373330948015;-0.05225052708499196;-0.17749238158522707;347;[-0.27080373330948015, -0.05225052708499196, -0.17749238158522707]
u:gP0O;-1.3249601375311564;-0.027986962846514585;0.08747543385832339;756;[-1.3249601375311564, -0.027986962846514585, 0.08747543385832339]
u:gP19;-0.5339589603334558;-0.26665663082823504;0.781239428710502;200;[-0.5339589603334558, -0.26665663082823504, 0.781239428710502]
u:gP38;-2.487232299289486;0.02137306770796521;-0.12749521609838274;852;[-2.487232299289486, 0.02137306770796521, -0.12749521609838274]
u:gP3H;-1.0000005000290887e-06;-1.9852334701272664e-23;2.9778502051908996e-23;574;[-1.0000005000290887e-06, -1.9852334701272664e-23, 2.9778502051908996e-23]
u:gP3P;-0.1724231084293315;-0.03260278396054506;0.1246054572314388;231;[-0.1724231084293315, -0.03260278396054506, 0.1246054572314388]
u:gP5u;0.21630910197702097;-0.09870210236443873;-0.001143235753307239;1140;[0.21630910197702097, -0.09870210236443873, -0.001143235753307239]
u:gP6-;-1.5310582465102127;-0.1184127955147122;-0.00022263749700167368;255;[-1.5310582465102127, -0.1184127955147122, -0.00022263749700167368]
u:gP79;-0.049049383765104315;-0.12656417637835554;-0.23279048916587897;1262;[-0.049049383765104315, -0.12656417637835554, -0.23279048916587897]
u:gP89;-0.07345621265261126;-0.04954963838517752;-0.12351714934947215;608;[-0.07345621265261126, -0.04954963838517752, -0.12351714934947215]
u:gP9I;-0.13446593997472012;-0.036753757095122505;-0.01323755030425399;792;[-0.13446593997472012, -0.036753757095122505, -0.01323755030425399]
u:gPBV;1.244658690885759;-0.34254243214974445;0.027802359673533637;1065;[1.244658690885759, -0.34254243214974445, 0.027802359673533637]
u:gPC_;0.42676961566474475;-0.05948413739142573;-0.08196509863890819;891;[0.42676961566474475, -0.05948413739142573, -0.08196509863890819]
u:gPDV;-3.3009903897205852;0.1384499267506212;-0.157250220799094;420;[-3.3009903897205852, 0.1384499267506212, -0.157250220799094]
u:gPGa;-0.7914038727041681;0.061366783736761035;0.005407404201008676;254;[-0.7914038727041681, 0.061366783736761035, 0.005407404201008676]
u:gPIh;0.7187031341389105;-0.07819138382951601;-0.5713794568418687;355;[0.7187031341389105, -0.07819138382951601, -0.5713794568418687]
u:gPJG;-1.3237210723011137;0.053027565872353605;-0.04664877784631259;562;[-1.3237210723011137, 0.053027565872353605, -0.04664877784631259]
u:gPKe;-0.8972856717247226;-0.025870978689107364;0.2563889509950887;493;[-0.8972856717247226, -0.025870978689107364, 0.2563889509950887]
u:gPKi;-1.4211331140036227;0.021173609154006658;0.45877741740247696;408;[-1.4211331140036227, 0.021173609154006658, 0.45877741740247696]
u:gPKq;-0.39415367470104035;-0.09090651528074208;-0.08662520633568215;261;[-0.39415367470104035, -0.09090651528074208, -0.08662520633568215]
u:gPKz;-1.5238781930256349;-0.0038447433065052737;0.12839806712515212;298;[-1.5238781930256349, -0.0038447433065052737, 0.12839806712515212]
u:gPMF;1.1339476058894868;-0.11414544270615713;-0.382547849389824;510;[1.1339476058894868, -0.11414544270615713, -0.382547849389824]
u:gPMt;-4.028695605848187;-0.004938260897781422;0.5411858551840002;347;[-4.028695605848187, -0.004938260897781422, 0.5411858551840002]
u:gPNP;-0.06839602827461111;-0.09256585325328463;-0.2825077088583839;410;[-0.06839602827461111, -0.09256585325328463, -0.2825077088583839]
u:gPO8;-0.7061059872025317;-0.03695121106900494;0.05018357622249303;232;[-0.7061059872025317, -0.03695121106900494, 0.05018357622249303]
u:gPO_;0.023820867295663073;-0.001526408671979993;-0.00601706225438344;224;[0.023820867295663073, -0.001526408671979993, -0.00601706225438344]
u:gPQ1;-0.7833329501557561;-0.058998170502885264;-0.009614022781899476;985;[-0.7833329501557561, -0.058998170502885264, -0.009614022781899476]
u:gPQs;-0.05999806866152124;-0.1315073829476632;0.34792087570329555;425;[-0.05999806866152124, -0.1315073829476632, 0.34792087570329555]
u:gPSe;-0.7298915098774319;-0.03741997854661156;-0.02309726590822115;1138;[-0.7298915098774319, -0.03741997854661156, -0.02309726590822115]
u:gPUD;-0.415998199128355;-0.0031466701584106326;0.003148236917236681;1295;[-0.415998199128355, -0.0031466701584106326, 0.003148236917236681]
u:gPVI;-0.09382411938544288;-0.05401814280073592;-0.01780218164256943;644;[-0.09382411938544288, -0.05401814280073592, -0.01780218164256943]
u:gPXC;-0.44896382275970836;-0.07791468181500046;0.08776204609889326;899;[-0.44896382275970836, -0.07791468181500046, 0.08776204609889326]
u:gPY3;-0.8925752891023336;0.016505492746608022;-0.1934534709355369;369;[-0.8925752891023336, 0.016505492746608022, -0.1934534709355369]
u:gP_j;-0.5221451046631872;-0.1383225692994768;0.23501531727635339;221;[-0.5221451046631872, -0.1383225692994768, 0.23501531727635339]
u:gPaZ;-1.616345313247772;-0.039987493152814885;0.09187717098166588;387;[-1.616345313247772, -0.039987493152814885, 0.09187717098166588]
u:gPbJ;0.7781767962694129;-0.12648793846528045;0.0020326035496206207;344;[0.7781767962694129, -0.12648793846528045, 0.0020326035496206207]
u:gPbv;-0.8929533147272728;0.0398396322232413;-0.19998764794971602;891;[-0.8929533147272728, 0.0398396322232413, -0.19998764794971602]
u:gPcO;-0.9828413798995397;-0.0315059228026185;0.26067776189789416;270;[-0.9828413798995397, -0.0315059228026185, 0.26067776189789416]
u:gPdF;0.6708377733953066;-0.18351974396605536;0.17797128907990334;283;[0.6708377733953066, -0.18351974396605536, 0.17797128907990334]
u:gPdN;-0.13647258577102164;-0.05211082898601958;-0.06886842993746958;203;[-0.13647258577102164, -0.05211082898601958, -0.06886842993746958]
u:gPdx;1.3558706990646248;-0.09973929401215112;-0.9830408135421125;222;[1.3558706990646248, -0.09973929401215112, -0.9830408135421125]
u:gPgA;-2.2944711900342707;-0.015518022667699551;0.4183283184150482;439;[-2.2944711900342707, -0.015518022667699551, 0.4183283184150482]
u:gPgM;-0.4663834964192714;-0.06876477299578854;-0.1492371572248869;787;[-0.4663834964192714, -0.06876477299578854, -0.1492371572248869]
u:gPhO;-0.049834437412096644;-0.09918175162151689;-0.0655420316070269;475;[-0.049834437412096644, -0.09918175162151689, -0.0655420316070269]
u:gPhW;-0.19457006478675407;-0.0033411058664208028;-0.07125672627527556;202;[-0.19457006478675407, -0.0033411058664208028, -0.07125672627527556]
u:gPhh;0.7094977330414505;-0.14902080222764383;-0.14364517464143914;1293;[0.7094977330414505, -0.14902080222764383, -0.14364517464143914]
u:gPhl;0.19870757873267741;-0.046724679836909866;-0.14480472227955427;1339;[0.19870757873267741, -0.046724679836909866, -0.14480472227955427]
u:gPht;-1.366556291750768;-0.12213569062726964;0.8673811900467879;241;[-1.366556291750768, -0.12213569062726964, 0.8673811900467879]
u:gPkR;-0.5990376087602463;-0.002433467242889561;-0.10255288837751905;493;[-0.5990376087602463, -0.002433467242889561, -0.10255288837751905]
u:gPl5;-0.19294971912576792;0.006123113648088466;0.024611683976730265;408;[-0.19294971912576792, 0.006123113648088466, 0.024611683976730265]
u:gPlp;-3.050304521528347;0.13596883215811933;0.0928858536571602;234;[-3.050304521528347, 0.13596883215811933, 0.0928858536571602]
u:gPnk;0.05837870008160134;-0.07509045638491335;-0.02958554983240659;272;[0.05837870008160134, -0.07509045638491335, -0.02958554983240659]
u:gPo4;-1.6455648591919227;0.005451056429341704;0.4642112639851048;220;[-1.6455648591919227, 0.005451056429341704, 0.4642112639851048]
u:gPr4;0.18555270816775238;-0.08255924790776918;-0.3545816909463716;607;[0.18555270816775238, -0.08255924790776918, -0.3545816909463716]
u:gPra;-2.2329441424274616;0.05939800704024436;-0.13396002480831204;399;[-2.2329441424274616, 0.05939800704024436, -0.13396002480831204]
u:gPsI;0.5905936042457608;-0.15422754135659134;-0.18489301260170232;212;[0.5905936042457608, -0.15422754135659134, -0.18489301260170232]
u:gPuH;-0.7168928838399312;-0.06842943339522745;0.055108230428620814;883;[-0.7168928838399312, -0.06842943339522745, 0.055108230428620814]
u:gQ-5;-1.1646315721742448;-0.053865056605488675;0.1445972100428729;1524;[-1.1646315721742448, -0.053865056605488675, 0.1445972100428729]
u:gQ0L;0.21794586553699707;-0.06818991927190488;-0.019157768775771106;562;[0.21794586553699707, -0.06818991927190488, -0.019157768775771106]
u:gQ51;-1.1329153911993468;-0.10987732173690946;0.2681410830089629;407;[-1.1329153911993468, -0.10987732173690946, 0.2681410830089629]
u:gQ5e;-0.2593994593005812;-0.011021896630329878;-0.2869250058157045;313;[-0.2593994593005812, -0.011021896630329878, -0.2869250058157045]
u:gQ5w;1.1418886842605769;-0.08304093267936757;-0.41795636538685543;236;[1.1418886842605769, -0.08304093267936757, -0.41795636538685543]
u:gQA8;-1.023895442404971;-0.021137901841898038;0.0068849185407544936;455;[-1.023895442404971, -0.021137901841898038, 0.0068849185407544936]
u:gQCq;0.03705161286131009;-0.06651392217434046;-0.1607729759694715;461;[0.03705161286131009, -0.06651392217434046, -0.1607729759694715]
u:gQLE;-0.7341496502249127;-0.11293143141882235;0.29937796873310824;433;[-0.7341496502249127, -0.11293143141882235, 0.29937796873310824]
u:gQMm;-1.580093828172266;-0.001423779617758525;0.21377171435788883;515;[-1.580093828172266, -0.001423779617758525, 0.21377171435788883]
u:gQMx;-1.6537401946720887;0.020015358507432936;0.17612188883044969;249;[-1.6537401946720887, 0.020015358507432936, 0.17612188883044969]
u:gQN7;-0.13593446722099806;-0.1049157703918688;0.055908914511185626;966;[-0.13593446722099806, -0.1049157703918688, 0.055908914511185626]
u:gQO0;-1.2812443826449258;0.05684362495652038;-0.32425818985842114;240;[-1.2812443826449258, 0.05684362495652038, -0.32425818985842114]
u:gQON;-0.005031227386344761;-0.045500972950961234;0.006598190488600386;316;[-0.005031227386344761, -0.045500972950961234, 0.006598190488600386]
u:gQRL;-1.3626160626471202;0.01966594756849313;0.1802693619919782;225;[-1.3626160626471202, 0.01966594756849313, 0.1802693619919782]
u:gQTh;-0.5941739196564231;-0.10402953768163171;-0.07773566530247578;333;[-0.5941739196564231, -0.10402953768163171, -0.07773566530247578]
u:gQV-;-1.2083166301563477;-0.026132579178506764;0.10408020206073762;648;[-1.2083166301563477, -0.026132579178506764, 0.10408020206073762]
u:gQY3;-0.013164273839770535;-0.0011901947540844116;-0.2803019803258763;278;[-0.013164273839770535, -0.0011901947540844116, -0.2803019803258763]
u:gQYL;-0.5344425144429337;-0.05234203728677789;0.09892026814266842;421;[-0.5344425144429337, -0.05234203728677789, 0.09892026814266842]
u:gQZN;-0.19368671241324031;-0.11393491098030237;-0.0929517216626305;316;[-0.19368671241324031, -0.11393491098030237, -0.0929517216626305]
u:gQZl;-1.023433451131448;-0.0041024285341261235;0.0383225367218942;1026;[-1.023433451131448, -0.0041024285341261235, 0.0383225367218942]
u:gQ_a;0.1245465795274174;-0.056230728597632056;-0.07199252377980184;678;[0.1245465795274174, -0.056230728597632056, -0.07199252377980184]
u:gQcO;-0.1886934109324787;-0.0352779019070211;-0.06450350578450065;588;[-0.1886934109324787, -0.0352779019070211, -0.06450350578450065]
u:gQdC;0.00038079516136091396;-0.04141542312260201;0.08782541726797283;301;[0.00038079516136091396, -0.04141542312260201, 0.08782541726797283]
u:gQek;0.7614151402855125;-0.17187554040359815;-0.18841370463442403;973;[0.7614151402855125, -0.17187554040359815, -0.18841370463442403]
u:gQfd;0.3682958878565728;-0.029839604345485563;-0.3453777468594419;240;[0.3682958878565728, -0.029839604345485563, -0.3453777468594419]
u:gQgw;0.875008632199074;-0.17980333268603638;-0.21189463300480005;463;[0.875008632199074, -0.17980333268603638, -0.21189463300480005]
u:gQh-;-3.297108363299804;0.1707877389328338;0.16066587150514605;241;[-3.297108363299804, 0.1707877389328338, 0.16066587150514605]
u:gQi5;0.5968779195053099;-0.0020047127102073535;-0.3784572375935591;414;[0.5968779195053099, -0.0020047127102073535, -0.3784572375935591]
u:gQjj;-1.3825847942733676;-0.03774297086275459;-0.05577557966927381;535;[-1.3825847942733676, -0.03774297086275459, -0.05577557966927381]
u:gQnR;-1.301073311649515;-0.0019228163764866378;0.12088190225890927;739;[-1.301073311649515, -0.0019228163764866378, 0.12088190225890927]
u:gQne;-0.6558786723624078;-0.1295943068873094;-0.17680977968673012;580;[-0.6558786723624078, -0.1295943068873094, -0.17680977968673012]
u:gQoU;1.1141706711245485;-0.26692246465539216;-0.04038722824363891;525;[1.1141706711245485, -0.26692246465539216, -0.04038722824363891]
u:gQpj;-1.825924383062592;0.013062113736285318;0.22069618069337218;639;[-1.825924383062592, 0.013062113736285318, 0.22069618069337218]
u:gQqi;0.3255205579099668;-0.07034721524439813;-0.1978672101570107;436;[0.3255205579099668, -0.07034721524439813, -0.1978672101570107]
u:gQrJ;0.8942935864257242;-0.1616683117443736;-0.3321837389741317;393;[0.8942935864257242, -0.1616683117443736, -0.3321837389741317]
u:gQru;-1.536200230394786;-0.0041320610328154095;0.2778148004521461;340;[-1.536200230394786, -0.0041320610328154095, 0.2778148004521461]
u:gQss;0.49841514779677765;-0.17591924985086232;-0.11214439576535383;1123;[0.49841514779677765, -0.17591924985086232, -0.11214439576535383]
u:gQsu;-6.6428410269263045;0.06930179869858825;1.2044155296915628;294;[-6.6428410269263045, 0.06930179869858825, 1.2044155296915628]
u:gQtF;-0.4985949512615151;-0.04959776444818017;-0.15734228429773228;253;[-0.4985949512615151, -0.04959776444818017, -0.15734228429773228]
u:gQtq;0.6345456299202442;-0.155012060860778;-0.22566248519319995;200;[0.6345456299202442, -0.155012060860778, -0.22566248519319995]
u:gQuK;0.13141959988875876;-0.04330209902238975;-0.2285574213347443;395;[0.13141959988875876, -0.04330209902238975, -0.2285574213347443]
u:gQvA;-3.719748457446644;0.1657114201329854;0.057446071547698076;351;[-3.719748457446644, 0.1657114201329854, 0.057446071547698076]
u:gQvO;0.06911455305529662;-0.1980219995150312;0.267209199063731;238;[0.06911455305529662, -0.1980219995150312, 0.267209199063731]
u:gQwT;0.2053038747913278;-0.03809684724319789;-0.06145430719677909;435;[0.2053038747913278, -0.03809684724319789, -0.06145430719677909]
u:gQz6;-0.439536171093571;-0.0854887798900163;-0.5666481547913712;251;[-0.439536171093571, -0.0854887798900163, -0.5666481547913712]
u:gR00;-0.15491819389160816;-0.040107994735191436;0.04171254663540322;687;[-0.15491819389160816, -0.040107994735191436, 0.04171254663540322]
u:gR1Q;0.1791065412977932;-0.048748877251679104;0.032514433103299045;213;[0.1791065412977932, -0.048748877251679104, 0.032514433103299045]
u:gR22;-0.5768079171772297;-0.014919545675836636;-0.05612648234567449;897;[-0.5768079171772297, -0.014919545675836636, -0.05612648234567449]
u:gR3m;-0.11262054210923092;-0.14534313552646905;0.09579648453679605;332;[-0.11262054210923092, -0.14534313552646905, 0.09579648453679605]
u:gR3t;-0.11115322007050676;-0.06342331448627775;0.09565009129056969;211;[-0.11115322007050676, -0.06342331448627775, 0.09565009129056969]
u:gR4p;0.2990114165083735;-0.056684174047871475;-0.028243312799317355;404;[0.2990114165083735, -0.056684174047871475, -0.028243312799317355]
u:gR6Z;-0.9010693038860269;-0.027316653769788878;0.03484246914361118;637;[-0.9010693038860269, -0.027316653769788878, 0.03484246914361118]
u:gR8a;0.6891170754094047;-0.11999217264929123;-0.15356836707574617;712;[0.6891170754094047, -0.11999217264929123, -0.15356836707574617]
u:gR8f;0.19536338700192193;-0.055802095242811794;-0.0011634470331157477;576;[0.19536338700192193, -0.055802095242811794, -0.0011634470331157477]
u:gR9n;-2.4012691844191427;0.13820058181220268;-0.2260636409596041;460;[-2.4012691844191427, 0.13820058181220268, -0.2260636409596041]
u:gRAX;-1.8396504470907724;-0.06850476053623672;0.9437652291347586;228;[-1.8396504470907724, -0.06850476053623672, 0.9437652291347586]
u:gRBk;-1.8494225745036048;0.07388560158383944;0.3321644231943982;330;[-1.8494225745036048, 0.07388560158383944, 0.3321644231943982]
u:gRBm;0.06060522705881097;0.00857857807111415;-0.06884911572686256;212;[0.06060522705881097, 0.00857857807111415, -0.06884911572686256]
u:gRCi;-2.2850094341723226;0.10336731919460165;0.2886141729161986;604;[-2.2850094341723226, 0.10336731919460165, 0.2886141729161986]
u:gRHj;-0.1093457137257374;-0.037341044663969876;0.057416590864392554;242;[-0.1093457137257374, -0.037341044663969876, 0.057416590864392554]
u:gRI;-1.485809221665221;0.012401736996988419;0.01612944825188592;399;[-1.485809221665221, 0.012401736996988419, 0.01612944825188592]
u:gRJZ;-0.963301909629581;-0.11972379977172054;0.6467116508496472;211;[-0.963301909629581, -0.11972379977172054, 0.6467116508496472]
u:gRKc;0.0045160353427032285;-0.02153705599679418;-0.15525381217041626;539;[0.0045160353427032285, -0.02153705599679418, -0.15525381217041626]
u:gRLI;1.4848164819563572;-0.2085655056867475;-0.39406942212876506;258;[1.4848164819563572, -0.2085655056867475, -0.39406942212876506]
u:gRLP;-0.43153844354634774;-0.07739644184617067;0.06342927002132513;881;[-0.43153844354634774, -0.07739644184617067, 0.06342927002132513]
u:gRMF;-1.1141213517214452;-0.08189344332122751;0.32152940048993983;1419;[-1.1141213517214452, -0.08189344332122751, 0.32152940048993983]
u:gRMe;-2.810730632093743;0.08479306512868698;0.3816566750665105;216;[-2.810730632093743, 0.08479306512868698, 0.3816566750665105]
u:gRQ8;-1.8537281640423802;-0.025071148839942076;0.1403131750363395;250;[-1.8537281640423802, -0.025071148839942076, 0.1403131750363395]
u:gRR5;-0.3094159947773055;-0.06694393921020732;0.18232824256120478;523;[-0.3094159947773055, -0.06694393921020732, 0.18232824256120478]
u:gRSs;-1.2074729169053107;-0.03749366840344556;0.17692840555114164;695;[-1.2074729169053107, -0.03749366840344556, 0.17692840555114164]
u:gRUJ;-0.5138052373306201;-0.15205357652711646;0.15934930654511564;235;[-0.5138052373306201, -0.15205357652711646, 0.15934930654511564]
u:gRVe;-4.657256253232311;0.20909614481039362;-0.054149148382707124;209;[-4.657256253232311, 0.20909614481039362, -0.054149148382707124]
u:gRVs;-0.42900635612056753;-0.1071069549469169;-0.3161149303944269;382;[-0.42900635612056753, -0.1071069549469169, -0.3161149303944269]
u:gRXg;-2.920118362277658;0.10306332900129164;-0.13416728465890665;218;[-2.920118362277658, 0.10306332900129164, -0.13416728465890665]
u:gRYM;-0.8494763923996325;-0.07688543212314161;0.2613648098658401;569;[-0.8494763923996325, -0.07688543212314161, 0.2613648098658401]
u:gRaD;0.027644613333232718;0.02420569653081199;-0.33756716234539197;698;[0.027644613333232718, 0.02420569653081199, -0.33756716234539197]
u:gRaS;-0.29993808601386635;0.005054949548911482;-0.02503521554025783;779;[-0.29993808601386635, 0.005054949548911482, -0.02503521554025783]
u:gRaV;-1.5423016893743888;-0.040586148193633605;0.18714955681248316;719;[-1.5423016893743888, -0.040586148193633605, 0.18714955681248316]
u:gRb6;-1.6325470244669054;-0.012978248608136699;0.16863525316845032;272;[-1.6325470244669054, -0.012978248608136699, 0.16863525316845032]
u:gRbS;-2.154279878452317;0.20805963736565172;-0.4075127020874216;309;[-2.154279878452317, 0.20805963736565172, -0.4075127020874216]
u:gRdz;0.2064794225847101;-0.11725689254663571;0.15602804934443332;267;[0.2064794225847101, -0.11725689254663571, 0.15602804934443332]
u:gRhZ;-0.28762324699491626;-0.005395617744677313;0.012106687179486025;1317;[-0.28762324699491626, -0.005395617744677313, 0.012106687179486025]
u:gRif;-0.19134982009708495;-0.0320772282542981;-0.052597449670586174;463;[-0.19134982009708495, -0.0320772282542981, -0.052597449670586174]
u:gRir;0.3754219320028307;-0.0835099921656011;-0.2136593832384341;654;[0.3754219320028307, -0.0835099921656011, -0.2136593832384341]
u:gRjZ;0.04872966498439424;-0.034786707289608;-0.07347154931892352;357;[0.04872966498439424, -0.034786707289608, -0.07347154931892352]
u:gRkT;-0.09877364371605443;-0.07272084466102605;0.19312306910264374;259;[-0.09877364371605443, -0.07272084466102605, 0.19312306910264374]
u:gRo1;0.6352177445856907;-0.14002876672932263;-0.17787598213780634;1461;[0.6352177445856907, -0.14002876672932263, -0.17787598213780634]
u:gRqn;0.9829931199155577;-0.13102237301717273;-0.1499292558483516;457;[0.9829931199155577, -0.13102237301717273, -0.1499292558483516]
